ROW_NUMBER,MISSION_NUMBER,OP_ORDER,UNIT,MISSION_DATE,AIRCRAFT_TYPE_MDS,NBR_ATTACK_EFFEC_AIRCRAFT,SORTIE_DUPE,NBR_ABORT_AIRCRAFT,NBR_LOST_AIRCRAFT,TARGET_NAME,TGT_TYPE,SOURCE_UTM_JAPAN_B,SOURCE_TGT_UTM,TGT_MGRS,TGT_LATITUDE_WGS84,TGT_LONGITUDE_WGS84,SOURCE_TGT_LAT,SOURCE_TGT_LONG,NBR_OF_WEAPONS,WEAPONS_TYPE,BOMB_SIGHTING_METHOD,TOTAL_BOMBLOAD_IN_LBS,TOT,MISSION_TYPE,ALTITUDE_FT,CALLSIGN,BDA,NOSE_FUZE,TAIL_FUZE,CALCULATED_BOMBLOAD_LBS,RECORD_SOURCE
"
8465",905,500 -52,98th Bomb Wing,9/12/52,B-29,10,1,,,Suiho,Hydro-electric plant,,XE 6680,51TXE6680,40.45410N, 124.95768E,,,20,M-120,Shoran radar,,,Interdiction,23200 - 24300,,"""The powerhouse received, five hits, four probable hits, end three near
misses, all of which caused further damage to the large hole in the roof
that had been caused by a previous raid and which had been under repair.
One of the hits struck the transformer deck and probably severely damaged
one transformer. Two hits probably landed on the control unit of the powerhouse. 
One near miss adjacent to the control house caused probable damage
to a transformer. There appeared to be at least three misses between the
powerhouse and the dam that caused possible damage to the side of the
powerhouse. There was one direct hit scored on top of the dam between the
penstock gates and the southeast end which made a cut of approximately
twenty feet. There were at least thirty-six hits in the transformer and
switching yard. Two small buildings and approximately thirty percent of
the yard was severely damaged. Three warehouse type buildings were destroyed
east of the target. The main road servicing the target area was cut, but
was under repair as of 14 September.
The Circular Error of MPI of craters plotted was: course - 430 feet
(L) rate - (o), CE 430 feet.""",,,2000,EXETER
"
8466",905,500 -52,307th Bomb Wing,9/12/52,B-29,8,1,,,,Jettisoned,,BU 7384,52SBJ7384,39.57568N, 126.35713E,,,1,M-46,,,,,,,,,,250,EXETER
"
8467",905,500 -52,19th Bomb Group,9/12/52,B-29,1,1,,,,Unknown target,,,,,,,,2,M-46,Radar,,,Close support,,,,,,500,EXETER
"
8468",905,500 -52,19th Bomb Group,9/12/52,B-29,1,1,,,,Unknown target,,,,,,,,3,M-46,,,,Close support,18000,,,,,750,EXETER
"
8469",905,500 -52,19th Bomb Group,9/12/52,B-29,1,1,,,,Unknown target,,,,,,,,3,M-46,,,,Close support,18000,,,,,750,EXETER
"
8470",905,500 -52,307th Bomb Wing,9/12/52,B-29,1,1,,,,,,XE 7674,51TXE7674,40.39802N, 125.07388E,,,3,M-46,,,,Interdiction,,,,,,750,EXETER
"
8471",905,500 -52,307th Bomb Wing,9/12/52,B-29,1,1,,,,Unknown target,,DT block,,,,,,3,M-46,Radar,,,Interdiction,19000,,,,,750,EXETER
"
8472",905,500 -52,307th Bomb Wing,9/12/52,B-29,1,1,,,,Jettisoned,,,,,,2900N,12755E,3,M-46,,,,,,,Air-aborted due to cabin fire and fire in number 2 engine.,,,750,EXETER
"
8473",905,500 -52,307th Bomb Wing,9/12/52,B-29,1,1,,,Suiho,Hydro-electric plant,,XE 6680,51TXE6680,40.45410N, 124.95768E,,,3,M-46,Shoran radar,,,Interdiction,24200,,"""The powerhouse received, five hits, four probable hits, end three near
misses, all of which caused further damage to the large hole in the roof
that had been caused by a previous raid and which had been under repair.
One of the hits struck the transformer deck and probably severely damaged
one transformer. Two hits probably landed on the control unit of the powerhouse. 
One near miss adjacent to the control house caused probable damage
to a transformer. There appeared to be at least three misses between the
powerhouse and the dam that caused possible damage to the side of the
powerhouse. There was one direct hit scored on top of the dam between the
penstock gates and the southeast end which made a cut of approximately
twenty feet. There were at least thirty-six hits in the transformer and
switching yard. Two small buildings and approximately thirty percent of
the yard was severely damaged. Three warehouse type buildings were destroyed
east of the target. The main road servicing the target area was cut, but
was under repair as of 14 September.
The Circular Error of MPI of craters plotted was: course - 430 feet
(L) rate - (o), CE 430 feet.""",,,750,EXETER
"
8474",905,500 -52,19th Bomb Group,9/12/52,B-29,3,1,,,Suiho,Hydro-electric plant,,XE 6680,51TXE6680,40.45410N, 124.95768E,,,4,M-46,Shoran radar,,,Interdiction,20800 - 23600,,"""The powerhouse received, five hits, four probable hits, end three near
misses, all of which caused further damage to the large hole in the roof
that had been caused by a previous raid and which had been under repair.
One of the hits struck the transformer deck and probably severely damaged
one transformer. Two hits probably landed on the control unit of the powerhouse. 
One near miss adjacent to the control house caused probable damage
to a transformer. There appeared to be at least three misses between the
powerhouse and the dam that caused possible damage to the side of the
powerhouse. There was one direct hit scored on top of the dam between the
penstock gates and the southeast end which made a cut of approximately
twenty feet. There were at least thirty-six hits in the transformer and
switching yard. Two small buildings and approximately thirty percent of
the yard was severely damaged. Three warehouse type buildings were destroyed
east of the target. The main road servicing the target area was cut, but
was under repair as of 14 September.
The Circular Error of MPI of craters plotted was: course - 430 feet
(L) rate - (o), CE 430 feet.""",,,1000,EXETER
"
8475",905,500 -52,19th Bomb Group,9/12/52,B-29,3,1,,,,,,"""CT 0515, CT 0725, and CT 1682""",,,,,,7,M-46,Radar,,,Close support,13000 - 18500,,,,,1750,EXETER
"
8476",905,500 -52,307th Bomb Wing,9/12/52,B-29,3,1,,,,Unknown target,,CT block,,,,,,9,M-46,Radar,,,Interdiction,18000 - 19600,,,,,2250,EXETER
"
8477",905,500 -52,19th Bomb Group,9/12/52,B-29,6,1,,,Suiho,Hydro-electric plant,,XE 6680,51TXE6680,40.45410N, 124.95768E,,,15,M-46,Shoran radar,,,Interdiction,22100 - 23600,,"""The powerhouse received, five hits, four probable hits, end three near
misses, all of which caused further damage to the large hole in the roof
that had been caused by a previous raid and which had been under repair.
One of the hits struck the transformer deck and probably severely damaged
one transformer. Two hits probably landed on the control unit of the powerhouse. 
One near miss adjacent to the control house caused probable damage
to a transformer. There appeared to be at least three misses between the
powerhouse and the dam that caused possible damage to the side of the
powerhouse. There was one direct hit scored on top of the dam between the
penstock gates and the southeast end which made a cut of approximately
twenty feet. There were at least thirty-six hits in the transformer and
switching yard. Two small buildings and approximately thirty percent of
the yard was severely damaged. Three warehouse type buildings were destroyed
east of the target. The main road servicing the target area was cut, but
was under repair as of 14 September.
The Circular Error of MPI of craters plotted was: course - 430 feet
(L) rate - (o), CE 430 feet.""",,,3750,EXETER
"
8478",905,500 -52,307th Bomb Wing,9/12/52,B-29,8,1,,,Suiho,Hydro-electric plant,,XE 6680,51TXE6680,40.45410N, 124.95768E,,,23,M-46,Shoran radar,,,Interdiction,23000 - 24500,,"""The powerhouse received, five hits, four probable hits, end three near
misses, all of which caused further damage to the large hole in the roof
that had been caused by a previous raid and which had been under repair.
One of the hits struck the transformer deck and probably severely damaged
one transformer. Two hits probably landed on the control unit of the powerhouse. 
One near miss adjacent to the control house caused probable damage
to a transformer. There appeared to be at least three misses between the
powerhouse and the dam that caused possible damage to the side of the
powerhouse. There was one direct hit scored on top of the dam between the
penstock gates and the southeast end which made a cut of approximately
twenty feet. There were at least thirty-six hits in the transformer and
switching yard. Two small buildings and approximately thirty percent of
the yard was severely damaged. Three warehouse type buildings were destroyed
east of the target. The main road servicing the target area was cut, but
was under repair as of 14 September.
The Circular Error of MPI of craters plotted was: course - 430 feet
(L) rate - (o), CE 430 feet.""",,,5750,EXETER
"
8479",905,500 -52,98th Bomb Wing,9/12/52,B-29,1,1,,,,Secondary target,,CT 1554,52SCH1554,38.41511N, 126.88098E,,,1,M-60,Radar,,,Interdiction,18500,,,,,,EXETER
"
8480",905,500 -52,98th Bomb Wing,9/12/52,B-29,1,1,,,,Secondary target,,CT 2258,52SCH2258,38.45256N, 126.96010E,,,1,M-60,,,,Interdiction,19500,,,,,,EXETER
"
8481",905,500 -52,98th Bomb Wing,9/12/52,B-29,1,1,,,Suiho,Hydro-electric plant,,XE 6680,51TXE6680,40.45410N, 124.95768E,,,1,M-60,Shoran radar,,,Interdiction,23500,,"""The powerhouse received, five hits, four probable hits, end three near
misses, all of which caused further damage to the large hole in the roof
that had been caused by a previous raid and which had been under repair.
One of the hits struck the transformer deck and probably severely damaged
one transformer. Two hits probably landed on the control unit of the powerhouse. 
One near miss adjacent to the control house caused probable damage
to a transformer. There appeared to be at least three misses between the
powerhouse and the dam that caused possible damage to the side of the
powerhouse. There was one direct hit scored on top of the dam between the
penstock gates and the southeast end which made a cut of approximately
twenty feet. There were at least thirty-six hits in the transformer and
switching yard. Two small buildings and approximately thirty percent of
the yard was severely damaged. Three warehouse type buildings were destroyed
east of the target. The main road servicing the target area was cut, but
was under repair as of 14 September.
The Circular Error of MPI of craters plotted was: course - 430 feet
(L) rate - (o), CE 430 feet.""",,,,EXETER
"
8482",905,500 -52,98th Bomb Wing,9/12/52,B-29,10,1,,,Suiho,Hydro-electric plant,,XE 6680,51TXE6680,40.45410N, 124.95768E,,,9,M-60,Shoran radar,,,Interdiction,23200 - 24300,,"""The powerhouse received, five hits, four probable hits, end three near
misses, all of which caused further damage to the large hole in the roof
that had been caused by a previous raid and which had been under repair.
One of the hits struck the transformer deck and probably severely damaged
one transformer. Two hits probably landed on the control unit of the powerhouse. 
One near miss adjacent to the control house caused probable damage
to a transformer. There appeared to be at least three misses between the
powerhouse and the dam that caused possible damage to the side of the
powerhouse. There was one direct hit scored on top of the dam between the
penstock gates and the southeast end which made a cut of approximately
twenty feet. There were at least thirty-six hits in the transformer and
switching yard. Two small buildings and approximately thirty percent of
the yard was severely damaged. Three warehouse type buildings were destroyed
east of the target. The main road servicing the target area was cut, but
was under repair as of 14 September.
The Circular Error of MPI of craters plotted was: course - 430 feet
(L) rate - (o), CE 430 feet.""",,,,EXETER
"
8483",905,500 -52,19th Bomb Group,9/12/52,B-29,1,1,,,,Unknown target,,,,,,,,1,M-89,Radar,,,Close support,,,,,,250,EXETER
"
8484",905,500 -52,19th Bomb Group,9/12/52,B-29,1,1,,,,Unknown target,,,,,,,,1,M-89,,,,Close support,17000,,,,,250,EXETER
"
8485",905,500 -52,19th Bomb Group,9/12/52,B-29,1,1,,,,Unknown target,,,,,,,,1,M-89,,,,Close support,18000,,,,,250,EXETER
"
8486",905,500 -52,19th Bomb Group,9/12/52,B-29,1,1,,,,Unknown target,,,,,,,,1,M-89,,,,Close support,18000,,,,,250,EXETER
"
8487",905,500 -52,307th Bomb Wing,9/12/52,B-29,1,1,,,,,,XE 7674,51TXE7674,40.39802N, 125.07388E,,,1,M-89,,,,Interdiction,,,,,,250,EXETER
"
8488",905,500 -52,307th Bomb Wing,9/12/52,B-29,1,1,,,,Unknown target,,DT block,,,,,,1,M-89,Radar,,,Interdiction,19000,,,,,250,EXETER
"
8489",905,500 -52,307th Bomb Wing,9/12/52,B-29,1,1,,,Suiho,Hydro-electric plant,,XE 6680,51TXE6680,40.45410N, 124.95768E,,,1,M-89,Shoran radar,,,Interdiction,24200,,"""The powerhouse received, five hits, four probable hits, end three near
misses, all of which caused further damage to the large hole in the roof
that had been caused by a previous raid and which had been under repair.
One of the hits struck the transformer deck and probably severely damaged
one transformer. Two hits probably landed on the control unit of the powerhouse. 
One near miss adjacent to the control house caused probable damage
to a transformer. There appeared to be at least three misses between the
powerhouse and the dam that caused possible damage to the side of the
powerhouse. There was one direct hit scored on top of the dam between the
penstock gates and the southeast end which made a cut of approximately
twenty feet. There were at least thirty-six hits in the transformer and
switching yard. Two small buildings and approximately thirty percent of
the yard was severely damaged. Three warehouse type buildings were destroyed
east of the target. The main road servicing the target area was cut, but
was under repair as of 14 September.
The Circular Error of MPI of craters plotted was: course - 430 feet
(L) rate - (o), CE 430 feet.""",,,250,EXETER
"
8490",905,500 -52,19th Bomb Group,9/12/52,B-29,3,1,,,Suiho,Hydro-electric plant,,XE 6680,51TXE6680,40.45410N, 124.95768E,,,2,M-89,Shoran radar,,,Interdiction,20800 - 23600,,"""The powerhouse received, five hits, four probable hits, end three near
misses, all of which caused further damage to the large hole in the roof
that had been caused by a previous raid and which had been under repair.
One of the hits struck the transformer deck and probably severely damaged
one transformer. Two hits probably landed on the control unit of the powerhouse. 
One near miss adjacent to the control house caused probable damage
to a transformer. There appeared to be at least three misses between the
powerhouse and the dam that caused possible damage to the side of the
powerhouse. There was one direct hit scored on top of the dam between the
penstock gates and the southeast end which made a cut of approximately
twenty feet. There were at least thirty-six hits in the transformer and
switching yard. Two small buildings and approximately thirty percent of
the yard was severely damaged. Three warehouse type buildings were destroyed
east of the target. The main road servicing the target area was cut, but
was under repair as of 14 September.
The Circular Error of MPI of craters plotted was: course - 430 feet
(L) rate - (o), CE 430 feet.""",,,500,EXETER
"
8491",905,500 -52,19th Bomb Group,9/12/52,B-29,3,1,,,,,,"""CT 0515, CT 0725, and CT 1682""",,,,,,3,M-89,Radar,,,Close support,13000 - 18500,,,,,750,EXETER
"
8492",905,500 -52,307th Bomb Wing,9/12/52,B-29,3,1,,,,Unknown target,,CT block,,,,,,3,M-89,Radar,,,Interdiction,18000 - 19600,,,,,750,EXETER
"
8493",905,500 -52,19th Bomb Group,9/12/52,B-29,6,1,,,Suiho,Hydro-electric plant,,XE 6680,51TXE6680,40.45410N, 124.95768E,,,6,M-89,Shoran radar,,,Interdiction,22100 - 23600,,"""The powerhouse received, five hits, four probable hits, end three near
misses, all of which caused further damage to the large hole in the roof
that had been caused by a previous raid and which had been under repair.
One of the hits struck the transformer deck and probably severely damaged
one transformer. Two hits probably landed on the control unit of the powerhouse. 
One near miss adjacent to the control house caused probable damage
to a transformer. There appeared to be at least three misses between the
powerhouse and the dam that caused possible damage to the side of the
powerhouse. There was one direct hit scored on top of the dam between the
penstock gates and the southeast end which made a cut of approximately
twenty feet. There were at least thirty-six hits in the transformer and
switching yard. Two small buildings and approximately thirty percent of
the yard was severely damaged. Three warehouse type buildings were destroyed
east of the target. The main road servicing the target area was cut, but
was under repair as of 14 September.
The Circular Error of MPI of craters plotted was: course - 430 feet
(L) rate - (o), CE 430 feet.""",,,1500,EXETER
"
8494",905,500 -52,307th Bomb Wing,9/12/52,B-29,8,1,,,Suiho,Hydro-electric plant,,XE 6680,51TXE6680,40.45410N, 124.95768E,,,8,M-89,Shoran radar,,,Interdiction,23000 - 24500,,"""The powerhouse received, five hits, four probable hits, end three near
misses, all of which caused further damage to the large hole in the roof
that had been caused by a previous raid and which had been under repair.
One of the hits struck the transformer deck and probably severely damaged
one transformer. Two hits probably landed on the control unit of the powerhouse. 
One near miss adjacent to the control house caused probable damage
to a transformer. There appeared to be at least three misses between the
powerhouse and the dam that caused possible damage to the side of the
powerhouse. There was one direct hit scored on top of the dam between the
penstock gates and the southeast end which made a cut of approximately
twenty feet. There were at least thirty-six hits in the transformer and
switching yard. Two small buildings and approximately thirty percent of
the yard was severely damaged. Three warehouse type buildings were destroyed
east of the target. The main road servicing the target area was cut, but
was under repair as of 14 September.
The Circular Error of MPI of craters plotted was: course - 430 feet
(L) rate - (o), CE 430 feet.""",,,2000,EXETER
"
8495",905,500 -52,307th Bomb Wing,9/12/52,B-29,1,,1,,,,,,,,,,,0,,,,,,,,Air-aborted due to number 4 engine failure.,,,,EXETER
"
8496",905,500 -52,307th Bomb Wing,9/12/52,B-29,1,,1,,,,,,,,,,,0,,,,,,,,Air-aborted due to the feathering of number 3 engine when grayish-white colored smoke began pouring from the cowl flaps in a heavy stream. Aircraft did not carry bombs.,,,,EXETER
"
8497",905,500 -52,19th Bomb Group,9/12/52,B-29,2,,,,,ECM,,,,,,,,,,,,,,,,,,,,EXETER
"
8498",905,500 -52,19th Bomb Group,9/12/52,B-29,1,,,,,Returned,,,,,,,,,,,,,,,,Non-effective and did not bomb any targets due to weak shoran reception and consequent gas shortage.,,,,EXETER
"
8499",905,500 -52,19th Bomb Group,9/12/52,B-29,1,,,1,,,,,,,,,,,,,,,,,,"""Crashed approximately 21 miles southwest of K-18. The crash was believed to have been caused by ice and subsequent stalling and spinning in from 22000 ft. The aircraft had not bombed and carried with it to the ground the total load of 37 500 GP and 2 M-46 bombs. 1 crew member bailed out and was not injured. 11 crewmen were listed as killed in action, including 2 who parachuted from the bomber by died in the blast following the crash.""",,,,EXETER
"
8500",905,500 -52,98th Bomb Wing,9/12/52,B-29,1,,,,,ECM,,,,,,,,,,,,,,,,,,,,EXETER
"
8501",905,500 -52,307th Bomb Wing,9/12/52,B-29,3,,,,,ECM,,,,,,,,,,,,,,,,,,,,EXETER
"
8502",905,500 -52,307th Bomb Wing,9/12/52,B-29,1,,,1,,,,,,,,,,,,,,,,,,Missing in action.,,,,EXETER
"
8503",905,500 -52,91st Strategic Recon Sq,9/12/52,RB-29,1,,,,Accomplished photo-recon of the Suiho hydro-electric plant XE 6680.,,,,,,,,,,,,,,Recon,23000 - 24500,,Estimated as good results.,,,,EXETER
"
8504",905,500 -52,91st Strategic Recon Sq,9/12/52,RB-45,1,,,,Accomplished photo-recon of BU 7942.,,,,,,,,,,,,,,Recon,21000 - 23000,,Estimated as good results.,,,,EXETER
"
8505",906,258-52,307th Bomb Wing,9/13/52,B-29,1,,,,,,,"""CT 8857, CT 8258, CT 8457, and CT 8255""",,,,,,36,500 GP,Radar,,,Close support,17000,,,0.1,0.025,18000,EXETER
"
8506",906,258-52,91st Strategic Recon Sq,9/13/52,,1,,,,,,,,,,,,,32,M16-A1 Leaflet Bomb,Radar,,,Psycological Warfare,23000,,Fuzed to discharge leaflets 1000 ft above the terrain. ,,,16000,EXETER
"
8507",906,258-52,307th Bomb Wing,9/13/52,B-29,1,1,,,,,,"""CT 8857, CT 8258, CT 8457, and CT 8255""",,,,,,4,M-46,Radar,,,Close support,17000,,,,,1000,EXETER
"
8508",906,258-52,98th Bomb Wing,9/13/52,B-29,1,,1,,,Returned,,,,,,,,,,,,,,,,Air-aborted due to a fire in the engineering panel.,,,,EXETER
"
8509",906,258-52,91st Strategic Recon Sq,9/13/52,RB-45,,,,,"""Accomplished photo-recon of EA 1701, EA 1741, EV 0999, and EV 1497""",,,,,,,,,,,,,,Recon,23000,,Results estimated as good.,,,,EXETER
"
8510",907,258A-52,19th Bomb Group,9/14/52,B-29,4,1,,,,Jettisoned,,,,,,,,6,100 GP,,,,,,,released 2 minutes past the target,,,600,EXETER
"
8511",907,258A-52,307th Bomb Wing,9/14/52,B-29,4,1,,,,Jettisoned,,,,,,3808N,12436E,6,100 GP,,,,,,,Rack malfunction,,,600,EXETER
"
8512",907,258A-52,98th Bomb Wing,9/14/52,B-29,4,1,,,,Jettisoned,,YD 3594,51SYD3594,39.66352N, 125.73946E,,,8,100 GP,,,,,,,Bomb bay door malfunction.,,,800,EXETER
"
8513",907,258A-52,98th Bomb Wing,9/14/52,B-29,4,1,,,,Jettisoned,,YC 2030,51SYC2030,38.19109N, 125.51211E,,,8,100 GP,,,,,,,Bomb bay door malfunction.,,,800,EXETER
"
8514",907,258A-52,98th Bomb Wing,9/14/52,B-29,4,,,,Sopo,Supply area number three,,YD 4236,51SYD4236,39.13958N, 125.80000E,,,598,100 GP,Shoran radar,,,Interdiction,18800 - 23700,,"""post-strike reconnaissance of the target showed that at least one hundred
eighty-five bombs struck within the specified area. As a result of this
attack, at least ten supply shelters received direct hits. The Circular
Error of the impact areas plotted was: Ap Number One - rate 960 feet (S),
Course _354 feet (L), CE - 1005 feet. Ap Number Two - rate - l23Ofeet (S),
course - 865 feet (L), CE 1510 feet.""",,Non-delay,59800,EXETER
"
8515",907,258A-52,307th Bomb Wing,9/14/52,B-29,4,,,,Sopo,Supply area number three,,YD 4236,51SYD4236,39.13958N, 125.80000E,,,710,100 GP,Shoran radar,,,Interdiction,22100 - 24000,,"""post-strike reconnaissance of the target showed that at least one hundred
eighty-five bombs struck within the specified area. As a result of this
attack, at least ten supply shelters received direct hits. The Circular
Error of the impact areas plotted was: Ap Number One - rate 960 feet (S),
Course _354 feet (L), CE - 1005 feet. Ap Number Two - rate - l23Ofeet (S),
course - 865 feet (L), CE 1510 feet.""",,Non-delay,71000,EXETER
"
8516",907,258A-52,19th Bomb Group,9/14/52,B-29,4,,,,Sopo,Supply center,,YD 4236,51SYD4236,39.13958N, 125.80000E,,,749,100 GP,Shoran radar,,,Interduction,22600 - 24000,,"""post-strike reconnaissance of the target showed that at least one hundred
eighty-five bombs struck within the specified area. As a result of this
attack, at least ten supply shelters received direct hits. The Circular
Error of the impact areas plotted was: Ap Number One - rate 960 feet (S),
Course _354 feet (L), CE - 1005 feet. Ap Number Two - rate - l23Ofeet (S),
course - 865 feet (L), CE 1510 feet.""",,0.025,74900,EXETER
"
8517",907,258A-52,98th Bomb Wing,9/14/52,B-29,1,1,,,Hamhung,Marshalling yard,,CV 7618,52SCK7618,39.90302N, 127.54940E,,,3,500 GP,Shoran radar,,,Interdiction,22700,,,0.01,0.01,1500,EXETER
"
8518",907,258A-52,98th Bomb Wing,9/14/52,B-29,1,1,,,Hungnam,Chemical plant,,CV 7912,52SCK7912,39.84941N, 127.58560E,,,3,500 GP,Shoran radar,,,Interdiction,22700,,,0.01,0.01,1500,EXETER
"
8519",907,258A-52,19th Bomb Group,9/14/52,B-29,1,,,,,Artillery positions and supply and personnel shelters,,"""CT 8857, CT 8957, and CT 8858""",,,,,,35,500 GP,Radar,,,Close support,20100 - 21100,,Unknown to good results.,,,17500,EXETER
"
8520",907,258A-52,98th Bomb Wing,9/14/52,B-29,1,1,,,Hamhung,Marshalling yard,,CV 7618,52SCK7618,39.90302N, 127.54940E,,,3,M-120,Shoran radar,,,Interdiction,22700,,,,,300,EXETER
"
8521",907,258A-52,98th Bomb Wing,9/14/52,B-29,1,1,,,Hungnam,Chemical plant,,CV 7912,52SCK7912,39.84941N, 127.58560E,,,3,M-120,Shoran radar,,,Interdiction,22700,,,,,300,EXETER
"
8522",907,258A-52,98th Bomb Wing,9/14/52,B-29,4,1,,,Sopo,Supply area number three,,YD 4236,51SYD4236,39.13958N, 125.80000E,,,12,M-120,Shoran radar,,,Interdiction,18800 - 23700,,"""post-strike reconnaissance of the target showed that at least one hundred
eighty-five bombs struck within the specified area. As a result of this
attack, at least ten supply shelters received direct hits. The Circular
Error of the impact areas plotted was: Ap Number One - rate 960 feet (S),
Course _354 feet (L), CE - 1005 feet. Ap Number Two - rate - l23Ofeet (S),
course - 865 feet (L), CE 1510 feet.""",,,1200,EXETER
"
8523",907,258A-52,98th Bomb Wing,9/14/52,B-29,1,,,,,,,,,,,,,32,M16-A1 Leaflet Bomb,Radar,,,Psycological Warfare,22700,,Fuzed to discharge leaflets 1000 ft above the terrain. ,,,16000,EXETER
"
8524",907,258A-52,91st Strategic Recon Sq,9/14/52,,1,,,,,,,,,,,,,32,M16-A1 Leaflet Bomb,Radar,,,Psycological Warfare,23500,,Fuzed to discharge leaflets 1000 ft above the terrain. ,,,16000,EXETER
"
8525",907,258A-52,307th Bomb Wing,9/14/52,B-29,4,1,,,,Jettisoned,,,,,,3903N,1245E,3,M-46,,,,,,,Rack malfunction,,,750,EXETER
"
8526",907,258A-52,19th Bomb Group,9/14/52,B-29,1,1,,,,Artillery positions and supply and personnel shelters,,"""CT 8857, CT 8957, and CT 8858""",,,,,,8,M-46,Radar,,,Close support,20100 - 21100,,Unknown to good results.,,,2000,EXETER
"
8527",907,258A-52,307th Bomb Wing,9/14/52,B-29,4,1,,,Sopo,Supply area number three,,YD 4236,51SYD4236,39.13958N, 125.80000E,,,9,M-46,Shoran radar,,,Interdiction,22100 - 24000,,"""post-strike reconnaissance of the target showed that at least one hundred
eighty-five bombs struck within the specified area. As a result of this
attack, at least ten supply shelters received direct hits. The Circular
Error of the impact areas plotted was: Ap Number One - rate 960 feet (S),
Course _354 feet (L), CE - 1005 feet. Ap Number Two - rate - l23Ofeet (S),
course - 865 feet (L), CE 1510 feet.""",,,2250,EXETER
"
8528",907,258A-52,19th Bomb Group,9/14/52,B-29,4,1,,,Sopo,Supply center,,YD 4236,51SYD4236,39.13958N, 125.80000E,,,11,M-46,Shoran radar,,,Interduction,22600 - 24000,,"""post-strike reconnaissance of the target showed that at least one hundred
eighty-five bombs struck within the specified area. As a result of this
attack, at least ten supply shelters received direct hits. The Circular
Error of the impact areas plotted was: Ap Number One - rate 960 feet (S),
Course _354 feet (L), CE - 1005 feet. Ap Number Two - rate - l23Ofeet (S),
course - 865 feet (L), CE 1510 feet.""",,,2750,EXETER
"
8529",907,258A-52,91st Strategic Recon Sq,9/14/52,RB-29,1,,,,Accomplished photo-recon of the primary target of the Sopo supply center.,,,,,,,,,,,,,,Recon,24000,,Good results.,,,,EXETER
"
8530",908,259-52,307th Bomb Wing,9/15/52,B-29,4,1,,,,Jettisoned,,BT 4645,52SBH4645,38.31716N, 126.09471E,,,9,100 GP,,,,,,,Rack and loading malfunction,,,900,EXETER
"
8531",908,259-52,307th Bomb Wing,9/15/52,B-29,4,1,,,,Jettisoned,,CT 2175,52SCH2175,38.60546N, 126.94430E,,,15,100 GP,,,,,,,Rack and loading malfunction,,,1500,EXETER
"
8532",908,259-52,98th Bomb Wing,9/15/52,B-29,1,,,,,,,CT 2245,52SCH2245,38.33547N, 126.96339E,,,120,100 GP,Radar,,,Close support,24000,,,,0.01,12000,EXETER
"
8533",908,259-52,98th Bomb Wing,9/15/52,B-29,1,,1,,,Jettisoned,,,,,,3625N,13439E,147,100 GP,,,,,,,Air-aborted due to number 3 engine failure caused by loss of oil.,,,14700,EXETER
"
8534",908,259-52,98th Bomb Wing,9/15/52,B-29,3,,,,Pyongyang,Supply area number 12,,YD 3618,51SYD3618,38.97921N, 125.72442E,,,450,100 GP,Shoran radar,,,Interdiction,21000 - 24000,,At least 70 bombs hit within the target area. 56 buildings totaling 33600 sq ft were destroyed and 68 buildings totaling 40800 sq ft were damaged severly. This amount of damage and destruction represented about 30% of the area. In addition 42 buildings totaling 25200 ft were destroyed and 26 buildings totaling 15600 sq ft were damaged in the area adjacent to the target. ,,0.01,45000,EXETER
"
8535",908,259-52,307th Bomb Wing,9/15/52,B-29,4,,,,Pyongyang,Supply area number 12,,YD 3618,51SYD3618,38.97921N, 125.72442E,,,658,100 GP,Shoran radar,,,Interdiction,21400 - 24670,,At least 70 bombs hit within the target area. 56 buildings totaling 33600 sq ft were destroyed and 68 buildings totaling 40800 sq ft were damaged severly. This amount of damage and destruction represented about 30% of the area. In addition 42 buildings totaling 25200 ft were destroyed and 26 buildings totaling 15600 sq ft were damaged in the area adjacent to the target. ,,0.01,65800,EXETER
"
8536",908,259-52,19th Bomb Group,9/15/52,B-29,4,,,,Pyongyang,Supply area number 12,,YD 3618,51SYD3618,38.97921N, 125.72442E,,,739,100 GP,Shoran radar,,,Interdiction,21200 - 24900,,At least 70 bombs hit within the target area. 56 buildings totaling 33600 sq ft were destroyed and 68 buildings totaling 40800 sq ft were damaged severly. This amount of damage and destruction represented about 30% of the area. In addition 42 buildings totaling 25200 ft were destroyed and 26 buildings totaling 15600 sq ft were damaged in the area adjacent to the target. ,,0.025,73900,EXETER
"
8537",908,259-52,307th Bomb Wing,9/15/52,B-29,1,,,,,31 supply and personnel shelters,,CT 1628,52SCH1628,38.18115N, 126.89920E,,,36,500 GP,Radar,,,Close support,18400,,,0.1,0.025,18000,EXETER
"
8538",908,259-52,98th Bomb Wing,9/15/52,B-29,1,1,,,,,,CT 2245,52SCH2245,38.33547N, 126.96339E,,,3,M-120,Radar,,,Close support,24000,,,,,300,EXETER
"
8539",908,259-52,98th Bomb Wing,9/15/52,B-29,1,1,,,,Jettisoned,,,,,,3625N,13439E,3,M-120,,,,,,,Air-aborted due to number 3 engine failure caused by loss of oil.,,,300,EXETER
