WWI_ID,MSNDATE,OPERATION,COUNTRY,SERVICE,UNIT,MDS,MISSIONNUM,TAKEOFFTIME,NUMBEROFPLANESATTACKING,CALLSIGN,WEAPONSEXPENDED,WEAPONTYPE,WEAPONWEIGHT,BOMBLOAD,LATITUDE,LONGITUDE,TGTLOCATION,TGTCOUNTRY,TGTTYPE,TAKEOFFBASE,TAKEOFFLATITUDE,TAKEOFFLONGITUDE,BDA,ENEMYACTION,ROUTEDETAILS,ISRCOLLECTED,FRIENDLYCASUALTIES,WEATHER,ALTITUDE
815,3/2/1917,,ITALY,,,CAPRONI CA.32,,,,,,,,,45.8058333,13.7494444,CARSO,ITALY,ENEMY SUPPLY ROADS,,,,,,,,,,
816,3/27/1917,,ITALY,,,CAPRONI CA.32,,,,,,,,,45.7833,11.1167,"VALLARSA, IVO GEROLI",ITALY,ENEMY CAMPS,,,,,,,,,,
817,5/26/1915,,ITALY,ARMY,,AIRSHIP,,NIGHT,1,M-1,,,,2200,45.637275,13.760402,TRIESTE AND NABRESINA,ITALY,RAIL LINE BETWEEN,CAMPALTO,45.4,11.0833,,,,,,,15000
818,8/20/1915,,ITALY,,,CAPRONI CA.32,,,2,,"13X162, 12X135, 14MM INCENDIARY",,,780,45.950645,13.701074,"AISOVIZZA, EAST OF GORIZIA",SLOVENIA,AIRDROME,PORDENONE,46.031889,12.596472,,,,,,,
819,8/22/1915,,ITALY,,,CAPRONI CA.32,,,7,,60,,5460,780,45.950645,13.701074,"AISOVIZZA, EAST OF GORIZIA",SLOVENIA,AIRDROME,PORDENONE,46.031889,12.596472,,,,,,,
820,8/28/1915,,ITALY,,,CAPRONI CA.32,,,,,120,,,780,45.950645,13.701074,"AISOVIZZA, EAST OF GORIZIA",SLOVENIA,AIRDROME,PORDENONE,46.031889,12.596472,,,,,,,
821,9/10/1915,,ITALY,,,CAPRONI CA.32,,,1,,,,780,780,46.1469444,13.7388889,"KLAUS, E OF SANTA LUCIA",ITALY,RAIL STATION AND BRIDGE,PORDENONE,46.031889,12.596472,,,,,,,
822,4/5/1917,,ITALY,,,SEAPLANES,,,,,,,,,45.717,13.767,"PROSECCO, TRIESTE",ITALY,"ENEMY AIRFIELD, AUSTRIAN LLOYD FACTORIES",,,,,,,,,,
823,6/9/1915,,ITALY,ARMY,,AIRSHIP,,NIGHT,1,M-1,,,,2200,45.9944,13.6414,ISONZO,SLOVENIA,ENCAMPMENT ON LEFT BANK,CAMPALTO,45.4,11.0833,,,,,,,15000
824,6/16/1915,,ITALY,ARMY,,AIRSHIP,,NIGHT,1,M-1,,,,2200,44.72999,11.72452,MOUNT SANTO (MONTESANTO),ITALY,MILITARY WORKS,CAMPALTO,45.4,11.0833,,,,,,,15000
825,9/19/1915,,ITALY,,,CAPRONI CA.32,,,,,,,,780,45.950645,13.701074,"AISOVIZZA, EAST OF GORIZIA",SLOVENIA,AIRDROME,PORDENONE,46.031889,12.596472,,,,,,,
826,9/20/1915,,ITALY,,,CAPRONI CA.32,,,,,,,,780,45.950645,13.701074,"AISOVIZZA, EAST OF GORIZIA",SLOVENIA,AIRDROME,PORDENONE,46.031889,12.596472,,,,,,,
827,9/20/1915,,ITALY,,,CAPRONI CA.32,,,,,,,,780,45.8466667,13.6775,BIRHULA & TEMNICA,SLOVENIA,ENEMY COLUMNS,PORDENONE,46.031889,12.596472,,,,,,,
828,9/20/1915,,ITALY,,,CAPRONI CA.32,,,,,,,,780,45.834722,13.549167,DOBERDO ZONE,ITALY,ARTILLERY EMPLACEMENT,PORDENONE,46.031889,12.596472,,,,,,,
829,9/20/1915,,ITALY,,,CAPRONI CA.32,,,,,,,,780,45.78333,13.66666,DUINO,ITALY,RAIL STATION,PORDENONE,46.031889,12.596472,,,,,,,
830,9/20/1915,,ITALY,,,CAPRONI CA.32,,,,,,,,780,45.7667,13.6,N OF DUINO,ITALY,VIADUCT,PORDENONE,46.031889,12.596472,,,,,,,
831,7/4/1915,,ITALY,ARMY,,AIRSHIP,,NIGHT,1,M-1,,,,2200,45.887506,13.720051,PRWACINA-DORNBERG,SLOVENIA,RAIL LINE,CAMPALTO,45.4,11.0833,,,,,,,15000
832,10/26/1915,,ITALY,,,CAPRONI CA.32,,,,,,,,780,46.0533333,13.59,BAINSIZZA & CARSO PLATEAU,ITALY,ENCAMPMENTS,PORDENONE,46.031889,12.596472,,,,,,,
833,10/28/1915,,ITALY,,,CAPRONI CA.32,,,,,,,,780,46.0533333,13.59,BAINSIZZA & CARSO PLATEAU,ITALY,"VALLEY BACA (IDRIA) RAIL LINES, GORIZIA- TRIESTE RAILWAY, ENEMY CAMPS, MARCHING COLUMNS",PORDENONE,46.031889,12.596472,,,,,,,
834,10/29/1915,,ITALY,,,CAPRONI CA.32,,,,,,,,780,46.1469444,13.7388889,"SANTA LUCIA, TOMINO, SAN PIETRO",,"RAIL STATIONS, ENEMY ENCAMPMENTS",PORDENONE,46.031889,12.596472,,,,,,,
835,10/31/1915,,ITALY,,,CAPRONI CA.32,,,,,,,,780,45.78333,13.66666,DUINO & NABRENSINA,ITALY,"RAIL STATIONS, TRAINS AT NABRESINA",PORDENONE,46.031889,12.596472,,,,,,,
836,7/16/1915,,ITALY,ARMY,,AIRSHIP,,NIGHT,1,M-1,,,,2200,45.9166667,13.5,GORIZIA,ITALY,RAIL LINE AND FOOT BRIDGE,CAMPALTO,45.4,11.0833,,,,,,,15000
837,11/3/1915,,ITALY,,,CAPRONI CA.32,,,,,,,,780,46.188478,13.543292,SAVOGNA,ITALY,"RAIL STATIONS, ENEMY ENCAMPMENTS",PORDENONE,46.031889,12.596472,,,,,,,
838,8/5/1915,,ITALY,ARMY,,AIRSHIP,,NIGHT,1,M-1,,,,2200,45.0475,18.304444,OPCINA,ITALY,MILITARY WORKS,CAMPALTO,45.4,11.0833,,,,,,,15000
839,4/14/1917,,ITALY,,,CAPRONI CA.32,,,,,,,,,43.5086,16.4356,"PREBACINA, VOLGIA DRAGA IN FRIGIDO VALLEY",ITALY,RAIL STATION,,,,,,,,,,
840,4/19/1917,,ITALY,,,CAPRONI CA.32,,,1,,,,,,45.0475,18.304444,OPCINA,ITALY,STATION AND RAIL LINE,,,,,,,,,,
841,11/14/1915,,ITALY,,,CAPRONI CA.32,,,,,,,,780,45.74706839,13.67495623,SAN DANIELE & NABRESINA,ITALY,RAIL STATIONS AND OTHER MIL OBJECTIVES,PORDENONE,46.031889,12.596472,,,,,,,
842,11/21/1915,,ITALY,,,CAPRONI CA.32,,,,,100,,780,780,45.950645,13.701074,"AISOVIZZA, EAST OF GORIZIA",SLOVENIA,AIRDROME,PORDENONE,46.031889,12.596472,,,,,,,
843,11/24/1915,,ITALY,,,CAPRONI CA.32,,,,,,,,780,45.950645,13.701074,AISOVIZZA & AIDUSSINA,SLOVENIA,AIRDROME,PORDENONE,46.031889,12.596472,,,,,,,
844,11/24/1915,,ITALY,,,CAPRONI CA.32,,,,,,,,780,46.0494444,13.7969444,"CHIAPOVANO (IDRIA REGION, E OF ISONZO, NE OF GORIZIA)",ITALY,ENEMY CAMPS AND BARRACKS,PORDENONE,46.031889,12.596472,,,,,,,
845,11/24/1915,,ITALY,,,CAPRONI CA.32,,,,,,,,780,45.906,13.701,"VOGERSKO, AIDUSSINA, RIEFENBERG",,RAIL STATIONS,PORDENONE,46.031889,12.596472,,,,,,,
846,4/19/1917,,ITALY,,,CAPRONI CA.32,,,,,,,,,46.040545,13.788362,UPPER CHIAPOVANO / SPIRITO PLATEAU AND BASIZZA,ITALY,SUPPLY CENTER / TROOP CONCENTRATION,,,,,,,,,,
847,4/20/1917,,ITALY,,,CAPRONI CA.32,,,,,,,,,46.0494444,13.7969444,CHIAPOVANO,SLOVENIA,,,,,,,,,,,
848,4/21/1917,,ITALY,,,CAPRONI CA.32,,,,,,,,,45.89,13.7180556,BETWEEN PROVACINA AND DORIMBERGA,,RAIL CENTER,,,,,,,,,,
849,4/26/1917,,ITALY,,,CAPRONI CA.32,,,,,,,,,45.8572222,13.7841667,RIFEMBERGA,,RAIL CENTER,,,,,,,,,,
850,4/30/1917,,ITALY,,,CAPRONI CA.32,,,,,,,,,45.637275,13.760402,TRIESTE,ITALY,AERODROME,,,,,,,,,,
851,1/18/1916,,ITALY,,,CAPRONI CA.32,,,1,,,,,780,45.9167,11.0667,VOLANO,,AUSTRIAN HQ,PORDENONE,46.031889,12.596472,,,,,,,
852,5/1/1917,,ITALY,,,CAPRONI CA.32,,,2,,,,,,45.0475,18.304444,OPCINA,ITALY,RAIL CENTER,,,,,,,,,,
853,2/18/1916,,ITALY,,,CAPRONI CA.32,,,7,,DOZENS OF MINES AND BOMBS,,,780,46.05,14.5777778,LAIBACH/LUBIANA,SLOVENIA,TOWN,PORDENONE,46.031889,12.596472,,,,,,,
854,9/17/1915,,ITALY,ARMY,,AIRSHIP,,NIGHT,1,M-1,,,,2200,45.950645,13.701074,AISOVIZZA,ITALY,AIRDROME,CAMPALTO,45.4,11.0833,,,,,,,15000
855,4/3/1916,,ITALY,,,CAPRONI CA.32,,,6,,40,BOMBS,4680,780,45.7769444,14.2166667,ADELSBERG,GERMANY,RAIL STATION AND AUSTRIAN HQ,PORDENONE,46.031889,12.596472,,,,,,,
856,5/2/1917,,ITALY,,,CAPRONI CA.32,,,,,,,,,45.0475,18.304444,"OPCINA , PROSECCO",ITALY,RAIL CENTER,,,,,,,,,,
857,4/4/1916,,ITALY,,,CAPRONI CA.32,,,1,,1,HEAVY BOMB,780,780,45.9166667,13.5,GORIZIA (GRAFENBERG),ITALY,TOWN,PORDENONE,46.031889,12.596472,,,,,,,
858,10/22/1915,,ITALY,ARMY,,AIRSHIP,,NIGHT,1,M-1,,,,2200,,,MOUNT SAN MICHELE,FRANCE,POSITION ON THE REVERSE SLOPE,CAMPALTO,45.4,11.0833,,,,,,,15000
859,4/2/1916,,ITALY,ARMY,,AIRSHIP,,NIGHT,1,M-1,,,,2200,45.0475,18.304444,OPCINA,ITALY,RAIL LINE,CAMPALTO,45.4,11.0833,,,,,,,15000
860,4/21/1916,,ITALY,,,CAPRONI CA.32,,,,,60,FRAG BOMBS,,780,45.637275,13.760402,TRIESTE,ITALY,SEAPLANE STATION,PORDENONE,46.031889,12.596472,,,,,,,
861,8/7/1916,,ITALY,ARMY,,AIRSHIP,,NIGHT,,M-1,,,,2200,45.0475,18.304444,OPCINA,ITALY,RAIL LINE,CAMPALTO,45.4,11.0833,,,,,,,15000
862,4/19/1917,,ITALY,ARMY,,AIRSHIP,,NIGHT,1,M-1,,,,2200,45.0475,18.304444,OPCINA,ITALY,RAIL STATION,CAMPALTO,45.4,11.0833,,,,,,,15000
863,4/25/1917,,ITALY,ARMY,,AIRSHIP,,NIGHT,1,M-1,,,,1320,45.0475,18.304444,OPCINA,ITALY,RAIL STATION,CAMPALTO,45.4,11.0833,,,,,,,15000
864,5/16/1916,,ITALY,,,CAPRONI CA.32,,,,,50,BOMBS,,780,42.7733333,18.2144444,"KOSTANIEVICA, LOKVICE, SEGETI",SLOVENIA,ENEMY CATONMENTS,PORDENONE,46.031889,12.596472,,,,,,,
865,5/16/1916,,ITALY,,,CAPRONI CA.32,,,,,50,BOMBS,,780,45.906,13.701,"OVCIA DRAGA / OVOIA DRAGA, COSTANIEVIO/LOKVICA/SEGATI",,"RAIL STATION, ENEMY CAMPS",PORDENONE,46.031889,12.596472,,,,,,,
866,5/3/1917,,ITALY,,,CAPRONI CA.32,,,,,,,,,45.7061,13.8625,SESANA,SLOVENIA,RAIL CENTER,,,,,,,,,,
867,5/26/1916,,ITALY,,,CAPRONI CA.32,,,,,,,,780,45.88417,13.28611,TORRE VALLEY AND ARSA VALLEY,,ENEMY POSITIONS,PORDENONE,46.031889,12.596472,,,,,,,
868,5/30/1916,,ITALY,,,CAPRONI CA.32,,,,,100,,,780,45.617,11.617,UPPER ASSA VALLEY,ITALY,ENEMY ENCAMPMENT AND ARSENAL,PORDENONE,46.031889,12.596472,,,,,,,
869,6/1/1916,,ITALY,,,CAPRONI CA.32,,,,,,,,780,45.617,11.617,ASSA VALLEY,ITALY,ENEMY CAMPS AND DEPOTS,PORDENONE,46.031889,12.596472,,,,,,,
870,5/10/1917,,ITALY,,,SEAPLANES,,,,,,,,,45.717,13.767,PROSECCO,ITALY,AERODROME,,,,,,,,,,
871,5/10/1917,,ITALY,,,CAPRONI CA.32,,,,,,,,,45.8572222,13.7841667,RIFEMBERGA,,RAIL CENTER,,,,,,,,,,
872,6/15/1916,,ITALY,,,CAPRONI CA.32/ FARMANN,,,,,160,,,780,45.941,11.554,JUNCTION OF NOS AND CAMPOMULO VALLEYS,ITALY,ENEMY ENCAMPMENTS,PORDENONE,46.031889,12.596472,,,,,,,
873,6/15/1916,,ITALY,,,CAPRONI CA.32,,,,,,,,780,46.45,10.8333333,MATARELLO (LAGARINA VALLEY),ITALY,RAIL STATION,PORDENONE,46.031889,12.596472,,,,,,,
874,6/15/1916,,ITALY,,,CAPRONI CA.32,,,6,,,,4680,780,46.45,10.8333333,MATARELLO (LAGARINA VALLEY),ITALY,RAIL STATION,PORDENONE,46.031889,12.596472,,,,,,,
875,6/21/1916,,ITALY,,,CAPRONI CA.32/ FARMANN,,,34,,,,26520,780,46.0524,11.4555,VAL SUGANA (15M E OF TRENTE),ITALY,PERGINE AVAIATION STATION,PORDENONE,46.031889,12.596472,,,,,,,
876,9/21/1917,,ITALY,ARMY,,AIRSHIP,,NIGHT,1,M-1,,,,2200,46.0494444,13.7969444,CHIAPOVANO,SLOVENIA,TRENCHES IN THE VALLEY OF CHIAPOVANO,CAMPALTO,45.4,11.0833,,,,,,,15000
877,6/25/1916,,ITALY,,,CAPRONI CA.32,,,,,,,,780,45.944559,11.51422,ASIAGO PLATEAU,ITALY,,PORDENONE,46.031889,12.596472,,,,,,,
878,6/27/1916,,,,,,,,,,,,,,46.666667,13.066667,DELLACH (DRAVE VALLEY),AUSTRIA,DEPOTS,PORDENONE,46.031889,12.596472,,,,,,,
879,6/27/1916,,ITALY,,,CAPRONI CA.32,,,,,,,,780,45.990796,11.265018,MONTE ROVERE (SE OF CALDONAZZO),ITALY,ENEMY VEHICLE PARK,PORDENONE,46.031889,12.596472,,,,,,,
880,6/27/1916,,,,,,,,,,,,,,46.743,12.97,OBER-DRAUBURG (BETWEEN VILLACH AND TOBLACH),AUSTRIA,RAIL STATION,PORDENONE,46.031889,12.596472,,,,,,,
881,6/30/1916,,ITALY,,,CAPRONI CA.32,,,,,,,,780,45.617,11.617,UPPER ASSA VALLEY,ITALY,ENEMY ENCAMPMENTS,PORDENONE,46.031889,12.596472,,,,,,,
882,5/11/1917,,ITALY,,,CAPRONI CA.32,,,,,,,,,45.74706839,13.67495623,TORRENTE BRANIZZA VALLEY (FRIGIDO)/ POLA,ITALY,,,,,,,,,,,
883,7/8/1916,,ITALY,,,CAPRONI CA.32,,,,,,,,780,45.88953,11.033166,S OF CALLIANO (NE OF ROVERTO) IN ADIGE VALLEY,ITALY,ENEMY POSITIONS AND COLUMNS,PORDENONE,46.031889,12.596472,,,,,,,
884,7/10/1916,,ITALY,,,CAPRONI CA.32,,,,,,,,780,46.0333333,10.7166667,TIONE,ITALY,,PORDENONE,46.031889,12.596472,,,,,,,
885,7/11/1916,,,,,,,,,,,,,,45.990796,11.265018,MONTE ROVERE (SE OF CALDONAZZO),ITALY,ENEMY VEHICLE PARK,PORDENONE,46.031889,12.596472,,,,,,,
886,7/15/1916,,ITALY,,,CAPRONI CA.32,,,15,,,,11700,780,45.91537048,11.15886727,FOLGARIA (NE OF ROVERTO),ITALY,ENEMY CAMPS,PORDENONE,46.031889,12.596472,,,,,,,
887,5/14/1917,,ITALY,,,CAPRONI CA.32,,,,,200,,,,46.0494444,13.7969444,CHIAPOVANO/ IVO OF GORIZIA,ITALY,ENEMY DEPOTS/ENEMY CAMPS AND ROADWAYS,,,,,,,,,,
888,8/1/1916,,ITALY,,,CAPRONI CA.32,,,,,,,8000,780,45.334797,14.404103,PUNTA BIANCA 3KM W OF FIUME,ITALY,WHITEHEAD TORPEDO AND SUBMARINE WORKS,PORDENONE,46.031889,12.596472,,,,,,,
889,9/23/1917,,ITALY,ARMY,,AIRSHIP,,NIGHT,1,M-1,,,,2200,46.0494444,13.7969444,CHIAPOVANO,SLOVENIA,TRENCHES IN THE VALLEY OF CHIAPOVANO,CAMPALTO,45.4,11.0833,,,,,,,15000
890,8/11/1916,,ITALY,,,CAPRONI CA.32,,,18,,,,6000,333.3333333,45.89,13.7180556,PRVACINA & DORNBERG,SLOVENIA,RAIL STATION AND MILITARY DEPOTS,PORDENONE,46.031889,12.596472,,,,,,,
891,5/15/1917,,ITALY,,,CAPRONI CA.32,,,,,,,,,46.0494444,13.7969444,CHIAPOVANO/ IVO OF GORIZIA,ITALY,ENEMY SUPPLY ROUTES,,,,,,,,,,
892,8/15/1916,,ITALY,,,CAPRONI CA.32,,,14,,90,60 LB BOMBS,5400,385.7142857,45.89,13.7180556,PRVACINA & DORNBERG,SLOVENIA,RAIL STATION AND MILITARY DEPOTS,PORDENONE,46.031889,12.596472,,,,,,,
893,10/23/1917,,ITALY,ARMY,,AIRSHIP,,NIGHT,1,M-1,,,,2200,45.226908,13.596461,PARENZO,ITALY,"HANGERS, BATTERIES, AMMUNITION DUMP",CAMPALTO,45.4,11.0833,,,,,,,15000
894,9/13/1916,,ITALY,,,CAPRONI CA.32,,,22,,172,60 LB BOMBS,10320,469.0909091,45.637275,13.760402,TRIESTE,ITALY,LLOYDS ARSENAL AND SEAPLANE STATION,PORDENONE,46.031889,12.596472,,,,,,,
895,9/18/1916,,ITALY,,,CAPRONI CA.32,,,,,,,,,45.75394,13.688271,DOTTEGLIANO (8 MI N OF TRIESTE)& SCOPPO (10 MI N OF TRIESTE),ITALY,"RAIL STATIONS, STORES, WATER TANKS AND TRAINS",PORDENONE,46.031889,12.596472,,,,,,,
896,9/18/1916,,ITALY,,,CAPRONI CA.32,,,2,,,,1560,780,46.45,10.8333333,MATARELLO (LAGARINA VALLEY),ITALY,,PORDENONE,46.031889,12.596472,,,,,,,
897,11/3/1917,,ITALY,ARMY,,AIRSHIP,,NIGHT,1,M-1,,,,2200,45.963867,12.970174,CODROIPO AND UDINE,ITALY,FREIGHT AND MATERIAL ON ROAD BETWEEN TOWNS,CAMPALTO,45.4,11.0833,,,,,,,15000
898,11/6/1917,,ITALY,ARMY,,AIRSHIP,,NIGHT,1,M-1,,,,2200,46.125136,13.026653,MADRISIO,ITALY,BRIDGE,CAMPALTO,45.4,11.0833,,,,,,,15000
899,5/19/1917,,ITALY,,,CAPRONI CA.32,,,,,,,,,46.0886,13.6397,E OF CANALE (CHANNEL) / GARGARO BASIN (CENTRAL ISONZO),SLOVENIA,ENEMY CAMPS,,,,,,,,,,
900,11/1/1916,,ITALY,,,CAPRONI CA.32,,,14,,,,10920,780,45.74706839,13.67495623,"NABRESINA, DOTTEGLIANO, SCOPPO",,RAIL STATIONS,PORDENONE,46.031889,12.596472,,,,,,,
901,11/2/1916,,ITALY,,,CAPRONI CA.32,,,16,,67,60 LB BOMBS,4020,251.25,45.846667,13.963056,FRIGIDO VALLEY (VIPACCO),ITALY,ENEMY CAMPS,PORDENONE,46.031889,12.596472,,,,,,,
902,5/25/1917,,ITALY,,,CAPRONI CA.32,,,,,,,,,46.1469444,13.7388889,SANTA LUCIA OF TOLMINO,SLOVENIA,ENEMY SUPPLY ROUTES,,,,,,,,,,
903,6/5/1917,,ITALY,,,CAPRONI CA.32,,,,,,,4400,,45.84203,13.4589,S PIETRO - TRYESTE - LUBIANA,,RAIL LINE,,,,,,,,,,
904,12/3/1916,,ITALY,,,CAPRONI CA.32,,,,,,,,780,45.846667,13.963056,FRIGIDO VALLEY (VIPACCO),ITALY,ENEMY BILLETS,PORDENONE,46.031889,12.596472,,,,,,,
905,12/4/1916,,ITALY,,,CAPRONI CA.32,,,,,,,3000,780,45.75394,13.688271,DOTTEGLIANO (8 MI N OF TRIESTE)& SCOPPO (10 MI N OF TRIESTE),ITALY,RAIL STATIONS,PORDENONE,46.031889,12.596472,,,,,,,
906,6/5/1917,,ITALY,,,CAPRONI CA.32,,,,,,,2200,,45.637275,13.760402,TRIESTE/ MUGGIA/ PROSECCO,ITALY,MILITARY SUPPLY INDUSTRIAL FACILITIES,,,,,,,,,,
907,12/22/1916,,ITALY,,,CAPRONI CA.32,,,,,,,,780,45.89,13.7180556,DORIMBERGO IN FRIGIDO VALLEY (VIPACCO),ITALY,"RAIL STATION, REAR OF ENEMY LINES",PORDENONE,46.031889,12.596472,,,,,,,
908,1/5/1917,,ITALY,,,CAPRONI CA.32,,NIGHT,1,,,,440,780,45.74706839,13.67495623,NABRESINA AND REGION OF MOUNT QUERCETO (HERMADA),ITALY,STATION,PORDENONE,46.031889,12.596472,,,,,,,
909,1/9/1917,,ITALY,,,CAPRONI CA.32,,,,,,,,780,45.8572222,13.7841667,"RIFEMBERGO, S. DANIELE, KOBDIL IN VALLEY OF THE BRANIZZA (TRIBUTARY OF THE VIPPACCO)",,MILITARY OBJECTIVES,PORDENONE,46.031889,12.596472,,,,,,,
910,1/12/1917,,ITALY,,,CAPRONI CA.32,,,2,,,,1560,780,45.717,13.767,"PROSECCO (ON RR, 5 MI N OF TRIESTE) AND SEAPLANE BASE IN HARBOR OF TRIESTE",ITALY,AVIATION GROUND,PORDENONE,46.031889,12.596472,,,,,,,
911,11/9/1917,,ITALY,ARMY,,AIRSHIP,,NIGHT,1,M-1,,,,2200,45.7667,12.6,MOTTA DI LIVENZA,ITALY,GROUP OF ROADS,CAMPALTO,45.4,11.0833,,,,,,,15000
912,11/9/1917,,ITALY,ARMY,,AIRSHIP,,NIGHT,1,M-1,,,,2200,45.7667,12.6,MOTTA DI LIVENZA AND SANTA DONA DI PIAVE,ITALY,GROUP OF ROADS,CAMPALTO,45.4,11.0833,,,,,,,15000
913,11/15/1917,,ITALY,ARMY,,AIRSHIP,,NIGHT,1,M-1,,,,2200,45.704334,12.702626,LIVENZA-TEZZE,ITALY,ENEMY POSITIONS ON THE ROAD BETWEEN TOWNS,CAMPALTO,45.4,11.0833,,,,,,,15000
914,11/18/1917,,ITALY,ARMY,,AIRSHIP,,NIGHT,1,M-1,,,,2200,45.5805556,12.6755556,GRISOLERA-TEZZE,ITALY,ENEMY POSITIONS ON THE ROAD BETWEEN TOWNS,CAMPALTO,45.4,11.0833,,,,,,,15000
915,6/20/1917,,ITALY,,,CAPRONI CA.32,,,,,,,,,45.617,11.617,UPPER VALLEYS OF ASTICO AND ASSA,ITALY,ENEMY SUPPLY ROUTES,,,,,,,,,,
916,3/11/1917,,ITALY,,,CAPRONI CA.32,,,,,,,,780,46.409911,13.198165,"VALLEY OF MUGGIA (S OF TRIESTE), DOCKYARDS OF SAN ROCCO (W OF MUGGIA), AND SAN SABBA (BAY OF MUGGIA)",ITALY,DOCKYARDS,PORDENONE,46.031889,12.596472,,,,,,,
917,11/19/1917,,ITALY,ARMY,,AIRSHIP,,NIGHT,1,M-1,,,,2200,45.5805556,12.6755556,GRISOLERA-TEZZE,ITALY,ROAD BETWEEN TOWNS,CAMPALTO,45.4,11.0833,,,,,,,15000
918,6/26/1917,,ITALY,,,CAPRONI CA.32,,,,,,,,,45.74706839,13.67495623,NABRESINA / PROSECCO,ITALY,MILITARY INSTALLATIONS,,,,,,,,,,
919,7/15/1917,,ITALY,,,CAPRONI CA.32,,,,,,,,,46.066667,14.1,E OF SELO,SLOVENIA,ENEMY SUPPLY ROUTES,,,,,,,,,,
920,7/22/1917,,ITALY,,,AIRSHIP,,NIGHT,1,M-12,,,,2200,45.8,13.6167,M. HERMADA,ITALY,BATTERIES ON REVERSE SLOPE,,,,,,,,,,15000
921,7/26/1917,,ITALY,,,CAPRONI CA.32,,,,,,,8800,,46.040545,13.788362,VAL CHIAPOVANO,ITALY,IDRIA MILITARY INSTALLATIONS AND BARRACKS,,,,,,,,,,
922,12/7/1917,,ITALY,ARMY,,AIRSHIP,,NIGHT,1,M-1,,,,2200,45.7667,12.6,MOTTA DI LIVENZA,ITALY,RAIL LINE AND ROAD,CAMPALTO,45.4,11.0833,,,,,,,15000
923,7/28/1917,,ITALY,,,CAPRONI CA.32,,,,,,,6600,,46.049444,13.796944,VAL DI CHIAPOVANO,ITALY,IDRA POWER PLANT,,,,,,,,,,
924,7/30/1917,,ITALY,,,CAPRONI CA.32,,,,,,,,,45.8,13.6167,MARCHINA AND MONTE HERMANDA / PROSECCO,ITALY,ENEMY BARRACKS /AERODROME,,,,,,,,,,
925,8/30/1917,,ITALY,,,CAPRONI CA.32,,,,,,,,,45.990915,13.783184,PROVIZZA FOREST,ITALY,ENEMY BATTERY,,,,,,,,,,
926,12/8/1917,,ITALY,ARMY,,AIRSHIP,,NIGHT,1,M-1,,,,2200,45.952784,11.926823,SANTA MARIA DI QUERO,ITALY,ENCAMPMENT,CAMPALTO,45.4,11.0833,,,,,,,15000
927,12/14/1917,,ITALY,ARMY,,AIRSHIP,,NIGHT,1,M-1,,,,2200,45.7753,12.8386,PORTOGRUARO,ITALY,RAIL STATION,CAMPALTO,45.4,11.0833,,,,,,,15000
928,8/31/1917,,ITALY,,,CAPRONI CA.32,,,,,,,,,46.183017,13.732753,TOLMINA AREA / CARSO SUPPLY ROUTES,SLOVENIA,RAIL FACILITIES,,,,,,,,,,
929,9/9/1917,,ITALY,,,CAPRONI CA.32,,,,,,,,,45.9741667,13.7433333,TERRANOVA FOREST,ITALY,ENEMY BATTERY,,,,,,,,,,
930,9/10/1917,,ITALY,,,CAPRONI CA.32,,,,,,,,,45.9741667,13.7433333,TERRANOVA FOREST,ITALY,ENEMY BATTERY,,,,,,,,,,
931,9/21/1917,,ITALY,,,AIRSHIP,,NIGHT,1,M-14,,,,2200,46.1538889,13.8619444,GRAHOVO,SLOVENIA,RAIL STATION,,,,,,,,,,15000
932,9/23/1917,,ITALY,,,CAPRONI CA.32,,,,,,,8800,,46.183017,13.732753,E OF TOLMINO (VALLEY OF RIVER BAZZA) GRAKOVO,,RAIL STATION,,,,,,,,,,
933,9/23/1917,,ITALY,,,CAPRONI CA.32,,,1,,,,,,46.167,13.817,PODMELEC,SLOVENIA,ENEMY INSTALLATIONS,,,,,,,,,,
934,9/23/1917,,ITALY,,,CAPRONI CA.32,,,1,,,,,,46.049444,13.796944,VAL DI CHIAPOVANO,ITALY,ENEMY TROOPS IN DEEP VALLEY,,,,,,,,,,
935,5/10/1917,,ITALY,,,CAPRONI CA.32,,,,,,,,780,45.8572222,13.7841667,RIFEMBERGO,SLOVENIA,RAILWAY WORKS,PORDENONE,46.031889,12.596472,,,,,,,
936,9/23/1917,,ITALY,,,AIRSHIP,,NIGHT,1,M-14,,,,2200,46.167,13.817,PODMELEC AND GRAHOVO,SLOVENIA,BARRACKS AND DUMP BETWEEN TOWNS,,,,,,,,,,15000
937,5/12/1917,,ITALY,,,CAPRONI CA.32,,,1,,,,780,780,44.870302,13.845555,POLA,ITALY,ARSENAL,PORDENONE,46.031889,12.596472,,,,,,,
938,5/12/1917,,ITALY,,,CAPRONI CA.32,,,,,,,,780,45.74706839,13.67495623,ST DANIELE (IN BRANIZZA VALEY),,RAILWAY WORKS,PORDENONE,46.031889,12.596472,,,,,,,
939,10/3/1917,,ITALY,,,CAPRONI CA.32,,,,,,,,,46.183017,13.732753,E OF TOLMINO (VALLEY OF RIVER BAZZA) GRAKOVO,,RAIL STATION,,,,,,,,,,
940,5/15/1917,,ITALY,,,CAPRONI CA.32,,MORNING,,,,,,780,46.0494444,13.7969444,CHIAPOVANO (14 MI NE OF GORIZIA),SLOVENIA,ENEMY HUTMENTS,PORDENONE,46.031889,12.596472,,,,,,,
